*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
410.000000	331435    	410.000000	327474    	410.000000	328701    	410.000000	329028    	410.000000	5373.56   	410.000000	2552.95   	410.000000	4672.73   	410.000000	3738.69   	410.000000	5157.27   	
420.000000	344149    	420.000000	340016    	420.000000	341330    	420.000000	341672    	420.000000	5554.69   	420.000000	2642.45   	420.000000	4834.29   	420.000000	3870.83   	420.000000	5346.61   	
430.000000	357001    	430.000000	352689    	430.000000	354092    	430.000000	354448    	430.000000	5736.35   	430.000000	2732.52   	430.000000	4996.59   	430.000000	4003.83   	430.000000	5537.41   	
440.000000	369986    	440.000000	365490    	440.000000	366984    	440.000000	367353    	440.000000	5918.49   	440.000000	2823.17   	440.000000	5159.55   	440.000000	4137.64   	440.000000	5729.62   	
450.000000	383102    	450.000000	378414    	450.000000	380000    	450.000000	380384    	450.000000	6101.05   	450.000000	2914.42   	450.000000	5323.14   	450.000000	4272.23   	450.000000	5923.15   	
460.000000	396344    	460.000000	391459    	460.000000	393139    	460.000000	393537    	460.000000	6283.95   	460.000000	3006.26   	460.000000	5487.29   	460.000000	4407.55   	460.000000	6117.96   	
470.000000	409710    	470.000000	404621    	470.000000	406395    	470.000000	406809    	470.000000	6467.12   	470.000000	3098.65   	470.000000	5651.94   	470.000000	4543.56   	470.000000	6313.97   	
480.000000	423197    	480.000000	417897    	480.000000	419765    	480.000000	420195    	480.000000	6650.52   	480.000000	3191.55   	480.000000	5817.05   	480.000000	4680.21   	480.000000	6511.13   	
490.000000	436802    	490.000000	431284    	490.000000	433247    	490.000000	433694    	490.000000	6834.08   	490.000000	3284.92   	490.000000	5982.57   	490.000000	4817.48   	490.000000	6709.38   	
500.000000	450522    	500.000000	444780    	500.000000	446837    	500.000000	447301    	500.000000	7017.8    	500.000000	3378.73   	500.000000	6148.47   	500.000000	4955.34   	500.000000	6908.67   	
520.000000	478297    	520.000000	472084    	520.000000	474332    	520.000000	474829    	520.000000	7385.5    	520.000000	3567.74   	520.000000	6481.24   	520.000000	5232.68   	520.000000	7310.19   	
540.000000	506501    	540.000000	499790    	540.000000	502228    	540.000000	502758    	540.000000	7753.3    	540.000000	3758.57   	540.000000	6815.07   	540.000000	5511.99   	540.000000	7715.31   	
560.000000	535114    	560.000000	527876    	560.000000	530502    	560.000000	531067    	560.000000	8120.93   	560.000000	3950.95   	560.000000	7149.69   	560.000000	5793.05   	560.000000	8123.7    	
580.000000	564116    	580.000000	556324    	580.000000	559137    	580.000000	559735    	580.000000	8488.16   	580.000000	4144.78   	580.000000	7484.84   	580.000000	6075.64   	580.000000	8535.02   	
600.000000	593491    	600.000000	585115    	600.000000	588112    	600.000000	588746    	600.000000	8854.76   	600.000000	4340      	600.000000	7820.32   	600.000000	6359.59   	600.000000	8948.98   	
620.000000	623220    	620.000000	614234    	620.000000	617411    	620.000000	618080    	620.000000	9220.53   	620.000000	4536.53   	620.000000	8155.93   	620.000000	6644.71   	620.000000	9365.3    	
640.000000	653289    	640.000000	643664    	640.000000	647018    	640.000000	647721    	640.000000	9585.29   	640.000000	4734.29   	640.000000	8491.47   	640.000000	6930.83   	640.000000	9783.72   	
660.000000	683681    	660.000000	673391    	660.000000	676917    	660.000000	677655    	660.000000	9948.89   	660.000000	4933.24   	660.000000	8826.79   	660.000000	7217.82   	660.000000	10204     	
680.000000	714382    	680.000000	703400    	680.000000	707093    	680.000000	707867    	680.000000	10311.2   	680.000000	5133.3    	680.000000	9161.74   	680.000000	7505.53   	680.000000	10625.9   	
700.000000	745379    	700.000000	733678    	700.000000	737533    	700.000000	738342    	700.000000	10672.1   	700.000000	5334.42   	700.000000	9496.16   	700.000000	7793.82   	700.000000	11049.2   	
720.000000	776657    	720.000000	764212    	720.000000	768222    	720.000000	769068    	720.000000	11031.4   	720.000000	5536.56   	720.000000	9829.93   	720.000000	8082.55   	720.000000	11473.8   	
740.000000	808204    	740.000000	794991    	740.000000	799147    	740.000000	800032    	740.000000	11389     	740.000000	5739.61   	740.000000	10162.9   	740.000000	8371.61   	740.000000	11899.3   	
760.000000	840008    	760.000000	826002    	760.000000	830297    	760.000000	831223    	760.000000	11744.8   	760.000000	5943.48   	760.000000	10495     	760.000000	8660.91   	760.000000	12325.7   	
780.000000	872057    	780.000000	857236    	780.000000	861664    	780.000000	862630    	780.000000	12098.8   	780.000000	6148.1    	780.000000	10826.2   	780.000000	8950.35   	780.000000	12752.7   	
800.000000	904340    	800.000000	888681    	800.000000	893235    	800.000000	894242    	800.000000	12451     	800.000000	6353.45   	800.000000	11156.3   	800.000000	9239.85   	800.000000	13180.4   	
820.000000	936847    	820.000000	920328    	820.000000	925002    	820.000000	926049    	820.000000	12801.2   	820.000000	6559.6    	820.000000	11485.3   	820.000000	9529.32   	820.000000	13608.4   	
840.000000	969567    	840.000000	952168    	840.000000	956955    	840.000000	958042    	840.000000	13149.4   	840.000000	6766.55   	840.000000	11813.2   	840.000000	9818.68   	840.000000	14036.8   	
860.000000	1.00249e+06	860.000000	984191    	860.000000	989084    	860.000000	990212    	860.000000	13495.7   	860.000000	6974.28   	860.000000	12139.8   	860.000000	10107.9   	860.000000	14465.3   	
880.000000	1.03561e+06	880.000000	1.01639e+06	880.000000	1.02138e+06	880.000000	1.02255e+06	880.000000	13839.8   	880.000000	7182.73   	880.000000	12465.1   	880.000000	10396.8   	880.000000	14893.8   	
900.000000	1.06891e+06	900.000000	1.04876e+06	900.000000	1.05384e+06	900.000000	1.05505e+06	900.000000	14181.9   	900.000000	7391.84   	900.000000	12789     	900.000000	10685.4   	900.000000	15322.3   	
920.000000	1.10239e+06	920.000000	1.08128e+06	920.000000	1.08645e+06	920.000000	1.0877e+06	920.000000	14521.8   	920.000000	7601.54   	920.000000	13111.6   	920.000000	10973.7   	920.000000	15750.7   	
940.000000	1.13604e+06	940.000000	1.11396e+06	940.000000	1.11921e+06	940.000000	1.1205e+06	940.000000	14859.5   	940.000000	7811.78   	940.000000	13432.7   	940.000000	11261.5   	940.000000	16178.8   	
960.000000	1.16985e+06	960.000000	1.14678e+06	960.000000	1.1521e+06	960.000000	1.15344e+06	960.000000	15195.1   	960.000000	8022.51   	960.000000	13752.4   	960.000000	11548.9   	960.000000	16606.6   	
980.000000	1.20381e+06	980.000000	1.17974e+06	980.000000	1.18513e+06	980.000000	1.1865e+06	980.000000	15528.5   	980.000000	8233.73   	980.000000	14070.6   	980.000000	11835.7   	980.000000	17033.9   	
1000.000000	1.23792e+06	1000.000000	1.21283e+06	1000.000000	1.21828e+06	1000.000000	1.2197e+06	1000.000000	15859.8   	1000.000000	8445.43   	1000.000000	14387.2   	1000.000000	12122     	1000.000000	17460.8   	
1020.000000	1.27216e+06	1020.000000	1.24605e+06	1020.000000	1.25156e+06	1020.000000	1.25301e+06	1020.000000	16188.8   	1020.000000	8657.61   	1020.000000	14702.3   	1020.000000	12407.7   	1020.000000	17887.1   	
1040.000000	1.30654e+06	1040.000000	1.27939e+06	1040.000000	1.28494e+06	1040.000000	1.28644e+06	1040.000000	16515.6   	1040.000000	8870.23   	1040.000000	15015.9   	1040.000000	12692.7   	1040.000000	18312.8   	
1060.000000	1.34104e+06	1060.000000	1.31284e+06	1060.000000	1.31844e+06	1060.000000	1.31998e+06	1060.000000	16840.2   	1060.000000	9083.3    	1060.000000	15327.8   	1060.000000	12977.1   	1060.000000	18737.8   	
1080.000000	1.37566e+06	1080.000000	1.3464e+06	1080.000000	1.35204e+06	1080.000000	1.35362e+06	1080.000000	17162.5   	1080.000000	9296.8    	1080.000000	15638.1   	1080.000000	13260.7   	1080.000000	19162.1   	
1100.000000	1.41039e+06	1100.000000	1.38007e+06	1100.000000	1.38574e+06	1100.000000	1.38736e+06	1100.000000	17482.7   	1100.000000	9510.71   	1100.000000	15946.9   	1100.000000	13543.6   	1100.000000	19585.6   	
1120.000000	1.44523e+06	1120.000000	1.41383e+06	1120.000000	1.41953e+06	1120.000000	1.42119e+06	1120.000000	17800.7   	1120.000000	9725.02   	1120.000000	16254     	1120.000000	13825.8   	1120.000000	20008.2   	
1140.000000	1.48017e+06	1140.000000	1.44769e+06	1140.000000	1.45341e+06	1140.000000	1.45511e+06	1140.000000	18116.5   	1140.000000	9939.72   	1140.000000	16559.4   	1140.000000	14107.1   	1140.000000	20429.9   	
1160.000000	1.51521e+06	1160.000000	1.48163e+06	1160.000000	1.48738e+06	1160.000000	1.48912e+06	1160.000000	18430     	1160.000000	10154.8   	1160.000000	16863.2   	1160.000000	14387.7   	1160.000000	20850.7   	
1180.000000	1.55033e+06	1180.000000	1.51566e+06	1180.000000	1.52143e+06	1180.000000	1.52321e+06	1180.000000	18741.5   	1180.000000	10370.3   	1180.000000	17165.4   	1180.000000	14667.4   	1180.000000	21270.6   	
1200.000000	1.58554e+06	1200.000000	1.54977e+06	1200.000000	1.55555e+06	1200.000000	1.55738e+06	1200.000000	19050.7   	1200.000000	10586.1   	1200.000000	17465.9   	1200.000000	14946.3   	1200.000000	21689.4   	
1220.000000	1.62083e+06	1220.000000	1.58396e+06	1220.000000	1.58975e+06	1220.000000	1.59162e+06	1220.000000	19357.8   	1220.000000	10802.3   	1220.000000	17764.8   	1220.000000	15224.2   	1220.000000	22107.2   	
1240.000000	1.6562e+06	1240.000000	1.61822e+06	1240.000000	1.62402e+06	1240.000000	1.62593e+06	1240.000000	19662.7   	1240.000000	11018.8   	1240.000000	18062     	1240.000000	15501.3   	1240.000000	22523.9   	
1260.000000	1.69164e+06	1260.000000	1.65255e+06	1260.000000	1.65836e+06	1260.000000	1.66031e+06	1260.000000	19965.6   	1260.000000	11235.7   	1260.000000	18357.6   	1260.000000	15777.4   	1260.000000	22939.4   	
1280.000000	1.72714e+06	1280.000000	1.68694e+06	1280.000000	1.69276e+06	1280.000000	1.69475e+06	1280.000000	20266.3   	1280.000000	11452.9   	1280.000000	18651.5   	1280.000000	16052.6   	1280.000000	23353.9   	
1300.000000	1.76271e+06	1300.000000	1.7214e+06	1300.000000	1.72722e+06	1300.000000	1.72925e+06	1300.000000	20564.9   	1300.000000	11670.4   	1300.000000	18943.8   	1300.000000	16326.9   	1300.000000	23767.2   	
1320.000000	1.79833e+06	1320.000000	1.75591e+06	1320.000000	1.76173e+06	1320.000000	1.76381e+06	1320.000000	20861.4   	1320.000000	11888.3   	1320.000000	19234.5   	1320.000000	16600.3   	1320.000000	24179.3   	
1340.000000	1.83401e+06	1340.000000	1.79048e+06	1340.000000	1.79631e+06	1340.000000	1.79842e+06	1340.000000	21155.9   	1340.000000	12106.5   	1340.000000	19523.5   	1340.000000	16872.7   	1340.000000	24590.2   	
1360.000000	1.86974e+06	1360.000000	1.8251e+06	1360.000000	1.83093e+06	1360.000000	1.83309e+06	1360.000000	21448.3   	1360.000000	12324.9   	1360.000000	19810.8   	1360.000000	17144.1   	1360.000000	24999.9   	
1380.000000	1.90551e+06	1380.000000	1.85977e+06	1380.000000	1.8656e+06	1380.000000	1.8678e+06	1380.000000	21738.6   	1380.000000	12543.7   	1380.000000	20096.5   	1380.000000	17414.5   	1380.000000	25408.3   	
1400.000000	1.94133e+06	1400.000000	1.89448e+06	1400.000000	1.90031e+06	1400.000000	1.90256e+06	1400.000000	22027     	1400.000000	12762.7   	1400.000000	20380.7   	1400.000000	17684     	1400.000000	25815.5   	
1420.000000	1.97718e+06	1420.000000	1.92924e+06	1420.000000	1.93507e+06	1420.000000	1.93736e+06	1420.000000	22313.3   	1420.000000	12982.1   	1420.000000	20663.1   	1420.000000	17952.5   	1420.000000	26221.3   	
1440.000000	2.01308e+06	1440.000000	1.96404e+06	1440.000000	1.96988e+06	1440.000000	1.97221e+06	1440.000000	22597.6   	1440.000000	13201.7   	1440.000000	20944     	1440.000000	18219.9   	1440.000000	26625.9   	
1460.000000	2.049e+06 	1460.000000	1.99888e+06	1460.000000	2.00472e+06	1460.000000	2.00709e+06	1460.000000	22880     	1460.000000	13421.6   	1460.000000	21223.3   	1460.000000	18486.4   	1460.000000	27029.2   	
1480.000000	2.08496e+06	1480.000000	2.03375e+06	1480.000000	2.03959e+06	1480.000000	2.04202e+06	1480.000000	23160.4   	1480.000000	13641.7   	1480.000000	21501     	1480.000000	18751.9   	1480.000000	27431.1   	
1500.000000	2.12094e+06	1500.000000	2.06865e+06	1500.000000	2.07451e+06	1500.000000	2.07698e+06	1500.000000	23438.9   	1500.000000	13862.2   	1500.000000	21777.2   	1500.000000	19016.4   	1500.000000	27831.8   	
1520.000000	2.15695e+06	1520.000000	2.10359e+06	1520.000000	2.10945e+06	1520.000000	2.11197e+06	1520.000000	23715.5   	1520.000000	14082.9   	1520.000000	22051.7   	1520.000000	19279.8   	1520.000000	28231.1   	
1540.000000	2.19297e+06	1540.000000	2.13855e+06	1540.000000	2.14443e+06	1540.000000	2.14699e+06	1540.000000	23990.3   	1540.000000	14303.9   	1540.000000	22324.7   	1540.000000	19542.3   	1540.000000	28629     	
1560.000000	2.22902e+06	1560.000000	2.17354e+06	1560.000000	2.17944e+06	1560.000000	2.18205e+06	1560.000000	24263.2   	1560.000000	14525.2   	1560.000000	22596.2   	1560.000000	19803.8   	1560.000000	29025.7   	
1580.000000	2.26507e+06	1580.000000	2.20856e+06	1580.000000	2.21448e+06	1580.000000	2.21713e+06	1580.000000	24534.2   	1580.000000	14746.7   	1580.000000	22866.2   	1580.000000	20064.2   	1580.000000	29420.9   	
1600.000000	2.30115e+06	1600.000000	2.24359e+06	1600.000000	2.24954e+06	1600.000000	2.25224e+06	1600.000000	24803.5   	1600.000000	14968.5   	1600.000000	23134.6   	1600.000000	20323.7   	1600.000000	29814.8   	
1620.000000	2.33723e+06	1620.000000	2.27865e+06	1620.000000	2.28463e+06	1620.000000	2.28737e+06	1620.000000	25071     	1620.000000	15190.6   	1620.000000	23401.5   	1620.000000	20582.1   	1620.000000	30207.4   	
1640.000000	2.37332e+06	1640.000000	2.31372e+06	1640.000000	2.31974e+06	1640.000000	2.32253e+06	1640.000000	25336.6   	1640.000000	15413     	1640.000000	23667     	1640.000000	20839.5   	1640.000000	30598.6   	
1660.000000	2.40941e+06	1660.000000	2.34881e+06	1660.000000	2.35487e+06	1660.000000	2.3577e+06	1660.000000	25600.6   	1660.000000	15635.6   	1660.000000	23930.9   	1660.000000	21095.9   	1660.000000	30988.4   	
1680.000000	2.44551e+06	1680.000000	2.38392e+06	1680.000000	2.39003e+06	1680.000000	2.3929e+06	1680.000000	25862.8   	1680.000000	15858.5   	1680.000000	24193.4   	1680.000000	21351.4   	1680.000000	31376.9   	
1700.000000	2.48161e+06	1700.000000	2.41904e+06	1700.000000	2.4252e+06	1700.000000	2.42812e+06	1700.000000	26123.2   	1700.000000	16081.7   	1700.000000	24454.4   	1700.000000	21605.8   	1700.000000	31764     	
1750.000000	2.57185e+06	1750.000000	2.50688e+06	1750.000000	2.51321e+06	1750.000000	2.51624e+06	1750.000000	26767     	1750.000000	16640.7   	1750.000000	25100.6   	1750.000000	22237.4   	1750.000000	32725.7   	
1800.000000	2.66205e+06	1800.000000	2.59476e+06	1800.000000	2.60132e+06	1800.000000	2.60446e+06	1800.000000	27400.5   	1800.000000	17201.2   	1800.000000	25738     	1800.000000	22862.7   	1800.000000	33678.9   	
1850.000000	2.75218e+06	1850.000000	2.68267e+06	1850.000000	2.68949e+06	1850.000000	2.69274e+06	1850.000000	28023.9   	1850.000000	17763.1   	1850.000000	26366.7   	1850.000000	23481.9   	1850.000000	34623.5   	
1900.000000	2.84221e+06	1900.000000	2.77058e+06	1900.000000	2.77773e+06	1900.000000	2.78109e+06	1900.000000	28637.6   	1900.000000	18326.3   	1900.000000	26987     	1900.000000	24094.9   	1900.000000	35559.6   	
1950.000000	2.93212e+06	1950.000000	2.85847e+06	1950.000000	2.86602e+06	1950.000000	2.86949e+06	1950.000000	29241.8   	1950.000000	18890.7   	1950.000000	27599     	1950.000000	24701.9   	1950.000000	36487.2   	
2000.000000	3.02189e+06	2000.000000	2.94633e+06	2000.000000	2.95434e+06	2000.000000	2.95792e+06	2000.000000	29836.8   	2000.000000	19456.4   	2000.000000	28202.9   	2000.000000	25302.8   	2000.000000	37406.4   	
2100.000000	3.2009e+06	2100.000000	3.12187e+06	2100.000000	3.13103e+06	2100.000000	3.13483e+06	2100.000000	31000.2   	2100.000000	20591.9   	2100.000000	29387.2   	2100.000000	26486.9   	2100.000000	39219.9   	
2200.000000	3.3791e+06	2200.000000	3.2971e+06	2200.000000	3.30773e+06	2200.000000	3.31174e+06	2200.000000	32129.9   	2200.000000	21733     	2200.000000	30541.5   	2200.000000	27647.8   	2200.000000	41000.6   	
2300.000000	3.55636e+06	2300.000000	3.4719e+06	2300.000000	3.48436e+06	2300.000000	3.48859e+06	2300.000000	33227.7   	2300.000000	22880.1   	2300.000000	31667.1   	2300.000000	28786.2   	2300.000000	42749.4   	
2400.000000	3.73255e+06	2400.000000	3.64619e+06	2400.000000	3.66089e+06	2400.000000	3.66533e+06	2400.000000	34295.3   	2400.000000	24032.9   	2400.000000	32765.4   	2400.000000	29902.7   	2400.000000	44467     	
2500.000000	3.90759e+06	2500.000000	3.81991e+06	2500.000000	3.83724e+06	2500.000000	3.8419e+06	2500.000000	35334.5   	2500.000000	25191.1   	2500.000000	33837.8   	2500.000000	30998     	2500.000000	46154.1   	
2600.000000	4.08139e+06	2600.000000	3.99298e+06	2600.000000	4.01339e+06	2600.000000	4.01825e+06	2600.000000	36346.5   	2600.000000	26354.1   	2600.000000	34885.3   	2600.000000	32072.7   	2600.000000	47811.6   	
2700.000000	4.25388e+06	2700.000000	4.16535e+06	2700.000000	4.18928e+06	2700.000000	4.19435e+06	2700.000000	37332.6   	2700.000000	27521.8   	2700.000000	35909.1   	2700.000000	33127.5   	2700.000000	49440.3   	
2800.000000	4.42502e+06	2800.000000	4.33698e+06	2800.000000	4.36489e+06	2800.000000	4.37017e+06	2800.000000	38294.1   	2800.000000	28694.3   	2800.000000	36910.3   	2800.000000	34162.9   	2800.000000	51040.8   	
2900.000000	4.59474e+06	2900.000000	4.50783e+06	2900.000000	4.5402e+06	2900.000000	4.54569e+06	2900.000000	39232.4   	2900.000000	29871.7   	2900.000000	37889.9   	2900.000000	35179.7   	2900.000000	52614.2   	
3000.000000	4.76301e+06	3000.000000	4.67785e+06	3000.000000	4.7152e+06	3000.000000	4.72089e+06	3000.000000	40148.7   	3000.000000	31054.1   	3000.000000	38848.9   	3000.000000	36178.5   	3000.000000	54161.3   	
3200.000000	5.09506e+06	3200.000000	5.01535e+06	3200.000000	5.06419e+06	3200.000000	5.07029e+06	3200.000000	41919.3   	3200.000000	33434.6   	3200.000000	40709.1   	3200.000000	38124.3   	3200.000000	57179.9   	
3400.000000	5.42099e+06	3400.000000	5.34929e+06	3400.000000	5.41179e+06	3400.000000	5.41828e+06	3400.000000	43613.8   	3400.000000	35836.2   	3400.000000	42497.7   	3400.000000	40005.2   	3400.000000	60102.8   	
3600.000000	5.74069e+06	3600.000000	5.67955e+06	3600.000000	5.75794e+06	3600.000000	5.76483e+06	3600.000000	45239.1   	3600.000000	38258.6   	3600.000000	44220.8   	3600.000000	41825.5   	3600.000000	62936.3   	
3800.000000	6.05409e+06	3800.000000	6.00605e+06	3800.000000	6.10264e+06	3800.000000	6.10992e+06	3800.000000	46801.3   	3800.000000	40701.8   	3800.000000	45884     	3800.000000	43589.2   	3800.000000	65685.8   	
4000.000000	6.3612e+06	4000.000000	6.32875e+06	4000.000000	6.44586e+06	4000.000000	6.45353e+06	4000.000000	48305.7   	4000.000000	43165.2   	4000.000000	47492.3   	4000.000000	45299.9   	4000.000000	68356.7   	
4200.000000	6.66205e+06	4200.000000	6.64762e+06	4200.000000	6.78762e+06	4200.000000	6.79567e+06	4200.000000	49756.8   	4200.000000	45648.5   	4200.000000	49050.1   	4200.000000	46961.2   	4200.000000	70953.6   	
4400.000000	6.9567e+06	4400.000000	6.96267e+06	4400.000000	7.12793e+06	4400.000000	7.13635e+06	4400.000000	51158.9   	4400.000000	48151.7   	4400.000000	50561.3   	4400.000000	48576     	4400.000000	73481.3   	
4600.000000	7.24523e+06	4600.000000	7.27391e+06	4600.000000	7.46681e+06	4600.000000	7.47561e+06	4600.000000	52515.7   	4600.000000	50674.5   	4600.000000	52029.7   	4600.000000	50147.4   	4600.000000	75943.8   	
4800.000000	7.52774e+06	4800.000000	7.58137e+06	4800.000000	7.80429e+06	4800.000000	7.81345e+06	4800.000000	53830.4   	4800.000000	53217     	4800.000000	53458.3   	4800.000000	51677.9   	4800.000000	78344.9   	
5000.000000	7.80434e+06	5000.000000	7.88509e+06	5000.000000	8.14039e+06	5000.000000	8.14992e+06	5000.000000	55106     	5000.000000	55778.9   	5000.000000	54850.3   	5000.000000	53169.9   	5000.000000	80688.2   	
5250.000000	8.14196e+06	5250.000000	8.25953e+06	5250.000000	8.55863e+06	5250.000000	8.5686e+06	5250.000000	56649.4   	5250.000000	59008.5   	5250.000000	56542.7   	5250.000000	54984.3   	5250.000000	83540.9   	
5500.000000	8.47077e+06	5500.000000	8.6283e+06	5500.000000	8.97482e+06	5500.000000	8.98524e+06	5500.000000	58140.5   	5500.000000	62268.3   	5500.000000	58177.6   	5500.000000	56746.2   	5500.000000	86314.5   	
6000.000000	9.103e+06 	6000.000000	9.34924e+06	6000.000000	9.80132e+06	6000.000000	9.81262e+06	6000.000000	60981.2   	6000.000000	68877.4   	6000.000000	61309.1   	6000.000000	60126.6   	6000.000000	91644.6   	
6500.000000	9.7031e+06	6500.000000	1.00488e+07	6500.000000	1.06204e+07	6500.000000	1.06325e+07	6500.000000	63655.6   	6500.000000	75604.2   	6500.000000	64282.1   	6500.000000	63336.4   	6500.000000	96716.4   	
7000.000000	1.02731e+07	7000.000000	1.07281e+07	7000.000000	1.14325e+07	7000.000000	1.14455e+07	7000.000000	66185.6   	7000.000000	82446.4   	7000.000000	67119.3   	7000.000000	66396.5   	7000.000000	101562    	
7500.000000	1.0815e+07	7500.000000	1.13879e+07	7500.000000	1.22381e+07	7500.000000	1.22519e+07	7500.000000	68589.1   	7500.000000	89401.7   	7500.000000	69838.9   	7500.000000	69324.7   	7500.000000	106207    	
8000.000000	1.13306e+07	8000.000000	1.20293e+07	8000.000000	1.30375e+07	8000.000000	1.30521e+07	8000.000000	70880.7   	8000.000000	96467.7   	8000.000000	72456.2   	8000.000000	72135.9   	8000.000000	110676    	
8500.000000	1.18217e+07	8500.000000	1.26532e+07	8500.000000	1.38312e+07	8500.000000	1.38466e+07	8500.000000	73072.7   	8500.000000	103642    	8500.000000	74983.8   	8500.000000	74842.8   	8500.000000	114988    	
9000.000000	1.22899e+07	9000.000000	1.32604e+07	9000.000000	1.46195e+07	9000.000000	1.46357e+07	9000.000000	75175.4   	9000.000000	110923    	9000.000000	77432.4   	9000.000000	77456.3   	9000.000000	119160    	
9500.000000	1.27367e+07	9500.000000	1.38517e+07	9500.000000	1.54027e+07	9500.000000	1.54197e+07	9500.000000	77197.3   	9500.000000	118308    	9500.000000	79811.1   	9500.000000	79985.9   	9500.000000	123207    	
10000.000000	1.31634e+07	10000.000000	1.4428e+07	10000.000000	1.6181e+07	10000.000000	1.61988e+07	10000.000000	79146     	10000.000000	125795    	10000.000000	82127.8   	10000.000000	82439.7   	10000.000000	127142    	
11000.000000	1.39618e+07	11000.000000	1.55383e+07	11000.000000	1.77244e+07	11000.000000	1.77437e+07	11000.000000	82848.8   	11000.000000	141066    	11000.000000	86600.5   	11000.000000	87147.9   	11000.000000	134720    	
12000.000000	1.46943e+07	12000.000000	1.65965e+07	12000.000000	1.92513e+07	12000.000000	1.92721e+07	12000.000000	86326.4   	12000.000000	156726    	12000.000000	90894.1   	12000.000000	91628.3   	12000.000000	141971    	
13000.000000	1.53685e+07	13000.000000	1.76072e+07	13000.000000	2.07634e+07	13000.000000	2.07856e+07	13000.000000	89611.4   	13000.000000	172762    	13000.000000	95041.2   	13000.000000	95918.1   	13000.000000	148956    	
14000.000000	1.5991e+07	14000.000000	1.85745e+07	14000.000000	2.2262e+07	14000.000000	2.22855e+07	14000.000000	92729     	14000.000000	189152    	14000.000000	99066.7   	14000.000000	100046    	14000.000000	155613    	
15000.000000	1.65676e+07	15000.000000	1.95021e+07	15000.000000	2.37481e+07	15000.000000	2.37731e+07	15000.000000	95699.8   	15000.000000	205875    	15000.000000	102990    	15000.000000	104036    	15000.000000	162036    	
16000.000000	1.7103e+07	16000.000000	2.0393e+07	16000.000000	2.52226e+07	16000.000000	2.52492e+07	16000.000000	98540.8   	16000.000000	222920    	16000.000000	106827    	16000.000000	107908    	16000.000000	168273    	
17000.000000	1.76015e+07	17000.000000	2.12501e+07	17000.000000	2.66865e+07	17000.000000	2.67147e+07	17000.000000	101266    	17000.000000	240282    	17000.000000	110590    	17000.000000	111675    	17000.000000	174347    	
18000.000000	1.80668e+07	18000.000000	2.2076e+07	18000.000000	2.81407e+07	18000.000000	2.81704e+07	18000.000000	103889    	18000.000000	257957    	18000.000000	114288    	18000.000000	115353    	18000.000000	180279    	
19000.000000	1.85019e+07	19000.000000	2.28729e+07	19000.000000	2.95858e+07	19000.000000	2.96169e+07	19000.000000	106418    	19000.000000	275942    	19000.000000	117929    	19000.000000	118951    	19000.000000	186087    	
20000.000000	1.89098e+07	20000.000000	2.36427e+07	20000.000000	3.10224e+07	20000.000000	3.10549e+07	20000.000000	108862    	20000.000000	294234    	20000.000000	121521    	20000.000000	122479    	20000.000000	191784    	
21000.000000	1.92929e+07	21000.000000	2.43874e+07	21000.000000	3.24511e+07	21000.000000	3.24849e+07	21000.000000	111230    	21000.000000	312826    	21000.000000	125066    	21000.000000	125944    	21000.000000	197382    	
22000.000000	1.96533e+07	22000.000000	2.51084e+07	22000.000000	3.38723e+07	22000.000000	3.39072e+07	22000.000000	113527    	22000.000000	331708    	22000.000000	128570    	22000.000000	129352    	22000.000000	202891    	
23000.000000	1.9993e+07	23000.000000	2.58074e+07	23000.000000	3.52864e+07	23000.000000	3.53225e+07	23000.000000	115758    	23000.000000	350872    	23000.000000	132036    	23000.000000	132709    	23000.000000	208320    	
24000.000000	2.03136e+07	24000.000000	2.64857e+07	24000.000000	3.66938e+07	24000.000000	3.6731e+07	24000.000000	117928    	24000.000000	370313    	24000.000000	135467    	24000.000000	136019    	24000.000000	213676    	
25000.000000	2.06168e+07	25000.000000	2.71445e+07	25000.000000	3.80948e+07	25000.000000	3.81331e+07	25000.000000	120042    	25000.000000	390010    	25000.000000	138864    	25000.000000	139285    	25000.000000	218965    	
26000.000000	2.09038e+07	26000.000000	2.77848e+07	26000.000000	3.94897e+07	26000.000000	3.95291e+07	26000.000000	122103    	26000.000000	409948    	26000.000000	142229    	26000.000000	142512    	26000.000000	224192    	
27000.000000	2.11759e+07	27000.000000	2.84078e+07	27000.000000	4.08788e+07	27000.000000	4.09193e+07	27000.000000	124115    	27000.000000	430134    	27000.000000	145565    	27000.000000	145703    	27000.000000	229363    	
28000.000000	2.14343e+07	28000.000000	2.90144e+07	28000.000000	4.22624e+07	28000.000000	4.2304e+07	28000.000000	126081    	28000.000000	450572    	28000.000000	148872    	28000.000000	148859    	28000.000000	234480    	
